LOCATION,TIME,Value
TUR,1994,2391.575
TUR,1995,2412.861
TUR,1996,2501.766
TUR,1997,2660.495
TUR,1998,2585.004
TUR,1999,2473.106
TUR,2000,2605.4570000000003
TUR,2001,2357.09
TUR,2002,2419.822
TUR,2003,2376.004
TUR,2004,2375.947
TUR,2005,2318.405
TUR,2006,2350.264
TUR,2007,2399.6620000000003
TUR,2008,2722.377
TUR,2009,2933.366
TUR,2010,2898.822
TUR,2011,2596.09
TUR,2012,2825.063
TUR,2013,2042.579
TUR,2014,1958.516
TUR,2015,2182.265
TUR,2016,2047.339
GBR,1990,8027.403
GBR,1991,8161.059
GBR,1992,7860.217
GBR,1993,7663.147
GBR,1994,7103.776999999999
GBR,1995,6530.768
GBR,1996,6645.023
GBR,1997,5929.757
GBR,1998,5455.363
GBR,1999,5098.304
GBR,2000,4440.569
GBR,2001,4463.129
GBR,2002,3978.239
GBR,2003,3622.7790000000005
GBR,2004,3405.881
GBR,2005,3157.362
GBR,2006,2961.656
GBR,2007,2748.489
GBR,2008,2594.584
GBR,2009,2123.474
GBR,2010,2035.7020000000002
GBR,2011,1850.214
GBR,2012,1833.537
GBR,2013,1832.501
GBR,2014,1742.181
GBR,2015,1702.236
GBR,2016,1567.495
GBR,2017,1550.056
USA,1990,130278.132
USA,1991,126147.974
USA,1992,122024.119
USA,1993,117359.89199999999
USA,1994,112918.431
USA,1995,108930.59
USA,1996,103743.79400000001
USA,1997,100805.508
USA,1998,98636.21699999999
USA,1999,94378.84800000001
USA,2000,92913.61
USA,2001,89375.868
USA,2002,79816.663
USA,2003,77602.959
USA,2004,75384.36099999999
USA,2005,73161.908
USA,2006,70704.493
USA,2007,68247.078
USA,2008,61195.15
USA,2009,54933.143
USA,2010,55857.149000000005
USA,2011,55393.765999999996
USA,2012,53609.261
USA,2013,51824.755
USA,2014,50040.25
USA,2015,49064.69
USA,2016,46691.742999999995
USA,2017,45017.49
CHL,2005,4387.499
CHL,2006,4515.045999999999
CHL,2007,4495.765
CHL,2008,4668.876
CHL,2009,4717.744000000001
CHL,2010,4910.6759999999995
CHL,2011,4935.643
CHL,2012,4831.531
CHL,2013,4780.09
CHL,2014,3538.502
